NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2012,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2012,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA125,AV0AA125M
"G4100390000903",,,,"G4100390000903","G4100390000903","G4100390000903","Oregon","41","410","Lane County","039","0390","000903",,,,"Census Tract 9.03","Census Tract 9.03","Census Tract 9.03, Lane County, Oregon",,,,3989,5319,5394,368
"G4100390000904",,,,"G4100390000904","G4100390000904","G4100390000904","Oregon","41","410","Lane County","039","0390","000904",,,,"Census Tract 9.04","Census Tract 9.04","Census Tract 9.04, Lane County, Oregon",,,,2461,2981,2475,230
"G4100390001000","G41003900010","G41003900010",,,,,"Oregon","41","410","Lane County","039","0390","001000","Tract   10","State: 41 County: 039 Tract: 10",,,,,3948,5732,,,,,
"G4100390001001",,,"G4100390001001","G4100390001001","G4100390001001","G4100390001001","Oregon","41","410","Lane County","039","0390","001001",,,"Tract 10.01","Census Tract 10.01","Census Tract 10.01","Census Tract 10.01, Lane County, Oregon",,,2201,2462,2451,2063,317
"G4100390001002",,,"G4100390001002","G4100390001002","G4100390001002","G4100390001002","Oregon","41","410","Lane County","039","0390","001002",,,"Tract 10.02","Census Tract 10.02","Census Tract 10.02","Census Tract 10.02, Lane County, Oregon",,,3748,4038,4167,4106,328
"G4100390001100","G41003900011","G41003900011","G41003900011",,,,"Oregon","41","410","Lane County","039","0390","001100","Tract   11","State: 41 County: 039 Tract: 11","Tract 11",,,,4043,6201,6209,,,,
"G4100390001101",,,,"G4100390001101","G4100390001101","G4100390001101","Oregon","41","410","Lane County","039","0390","001101",,,,"Census Tract 11.01","Census Tract 11.01","Census Tract 11.01, Lane County, Oregon",,,,4096,5549,5348,329
"G4100390001102",,,,"G4100390001102","G4100390001102","G4100390001102","Oregon","41","410","Lane County","039","0390","001102",,,,"Census Tract 11.02","Census Tract 11.02","Census Tract 11.02, Lane County, Oregon",,,,3773,3839,3714,324
"G4100390001200","G41003900012","G41003900012","G41003900012",,,,"Oregon","41","410","Lane County","039","0390","001200","Tract   12","State: 41 County: 039 Tract: 12","Tract 12",,,,5599,7115,7136,,,,
"G4100390001201",,,,"G4100390001201","G4100390001201","G4100390001201","Oregon","41","410","Lane County","039","0390","001201",,,,"Census Tract 12.01","Census Tract 12.01","Census Tract 12.01, Lane County, Oregon",,,,3668,3996,3843,298
"G4100390001202",,,,"G4100390001202","G4100390001202","G4100390001202","Oregon","41","410","Lane County","039","0390","001202",,,,"Census Tract 12.02","Census Tract 12.02","Census Tract 12.02, Lane County, Oregon",,,,3829,3935,3661,287
"G4100390001300","G41003900013","G41003900013","G41003900013",,,,"Oregon","41","410","Lane County","039","0390","001300","Tract   13","State: 41 County: 039 Tract: 13","Tract 13",,,,5349,6954,6880,,,,
"G4100390001301",,,,"G4100390001301","G4100390001301","G4100390001301","Oregon","41","410","Lane County","039","0390","001301",,,,"Census Tract 13.01","Census Tract 13.01","Census Tract 13.01, Lane County, Oregon",,,,3180,3386,3281,249
"G4100390001302",,,,"G4100390001302","G4100390001302","G4100390001302","Oregon","41","410","Lane County","039","0390","001302",,,,"Census Tract 13.02","Census Tract 13.02","Census Tract 13.02, Lane County, Oregon",,,,4445,5058,5065,365
"G4100390001400","G41003900014","G41003900014",,"G4100390001400","G4100390001400","G4100390001400","Oregon","41","410","Lane County","039","0390","001400","Tract   14","State: 41 County: 039 Tract: 14",,"Census Tract 14","Census Tract 14","Census Tract 14, Lane County, Oregon",1972,2119,,2430,2480,2361,227
"G4100390001498",,,"G4100390001498",,,,"Oregon","41","410","Lane County","039","0390","001498",,,"Tract 14.98",,,,,,2263,,,,
"G4100390001500","G41003900015","G41003900015","G41003900015","G4100390001500","G4100390001500","G4100390001500","Oregon","41","410","Lane County","039","0390","001500","Tract   15","State: 41 County: 039 Tract: 15","Tract 15","Census Tract 15","Census Tract 15","Census Tract 15, Lane County, Oregon",4812,5225,4578,4400,4478,4503,245
"G4100390001600","G41003900016","G41003900016","G41003900016","G4100390001600","G4100390001600","G4100390001600","Oregon","41","410","Lane County","039","0390","001600","Tract   16","State: 41 County: 039 Tract: 16","Tract 16","Census Tract 16","Census Tract 16","Census Tract 16, Lane County, Oregon",3449,4443,4570,4992,5010,4944,440
"G4100390001700","G41003900017","G41003900017","G41003900017","G4100390001700","G4100390001700","G4100390001700","Oregon","41","410","Lane County","039","0390","001700","Tract   17","State: 41 County: 039 Tract: 17","Tract 17","Census Tract 17","Census Tract 17","Census Tract 17, Lane County, Oregon",4647,5394,5350,5315,5338,5638,384
"G4100390001800","G41003900018",,,,,,"Oregon","41","410","Lane County","039","0390","001800","Tract   18",,,,,,2897,,,,,,
"G4100390001801",,"G4100390001801","G4100390001801","G4100390001801","G4100390001801","G4100390001801","Oregon","41","410","Lane County","039","0390","001801",,"State: 41 County: 039 Tract: 18.01","Tract 18.01","Census Tract 18.01","Census Tract 18.01","Census Tract 18.01, Lane County, Oregon",,1741,2170,3669,5309,5313,377
"G4100390001802",,"G4100390001802",,,,,"Oregon","41","410","Lane County","039","0390","001802",,"State: 41 County: 039 Tract: 18.02",,,,,,6128,,,,,
"G4100390001803",,,"G4100390001803","G4100390001803","G4100390001803","G4100390001803","Oregon","41","410","Lane County","039","0390","001803",,,"Tract 18.03","Census Tract 18.03","Census Tract 18.03","Census Tract 18.03, Lane County, Oregon",,,3625,3821,3924,4250,303
"G4100390001804",,,"G4100390001804","G4100390001804","G4100390001804","G4100390001804","Oregon","41","410","Lane County","039","0390","001804",,,"Tract 18.04","Census Tract 18.04","Census Tract 18.04","Census Tract 18.04, Lane County, Oregon",,,2925,3329,3655,3790,250
"G4100390001900","G41003900019",,,,,,"Oregon","41","410","Lane County","039","0390","001900","Tract   19",,,,,,6102,,,,,,
"G4100390001901",,"G4100390001901","G4100390001901",,,,"Oregon","41","410","Lane County","039","0390","001901",,"State: 41 County: 039 Tract: 19.01","Tract 19.01",,,,,6436,6966,,,,
"G4100390001902",,"G4100390001902","G4100390001902","G4100390001902","G4100390001902","G4100390001902","Oregon","41","410","Lane County","039","0390","001902",,"State: 41 County: 039 Tract: 19.02","Tract 19.02","Census Tract 19.02","Census Tract 19.02","Census Tract 19.02, Lane County, Oregon",,4348,4447,5241,6503,7613,501
"G4100390001903",,,,"G4100390001903","G4100390001903","G4100390001903","Oregon","41","410","Lane County","039","0390","001903",,,,"Census Tract 19.03","Census Tract 19.03","Census Tract 19.03, Lane County, Oregon",,,,3039,2944,2922,268
"G4100390001904",,,,"G4100390001904","G4100390001904","G4100390001904","Oregon","41","410","Lane County","039","0390","001904",,,,"Census Tract 19.04","Census Tract 19.04","Census Tract 19.04, Lane County, Oregon",,,,4271,4956,4820,437
"G4100390002000","G41003900020",,,,,,"Oregon","41","410","Lane County","039","0390","002000","Tract   20",,,,,,4154,,,,,,
"G4100390002001",,"G4100390002001","G4100390002001","G4100390002001","G4100390002001","G4100390002001","Oregon","41","410","Lane County","039","0390","002001",,"State: 41 County: 039 Tract: 20.01","Tract 20.01","Census Tract 20.01","Census Tract 20.01","Census Tract 20.01, Lane County, Oregon",,2456,2351,2567,3120,3514,399
"G4100390002002",,"G4100390002002","G4100390002002","G4100390002002","G4100390002002","G4100390002002","Oregon","41","410","Lane County","039","0390","002002",,"State: 41 County: 039 Tract: 20.02","Tract 20.02","Census Tract 20.02","Census Tract 20.02","Census Tract 20.02, Lane County, Oregon",,3886,3792,4522,4983,4760,359
"G4100390002100","G41003900021",,,,,,"Oregon","41","410","Lane County","039","0390","002100","Tract   21",,,,,,4407,,,,,,
"G4100390002101",,"G4100390002101","G4100390002101","G4100390002101","G4100390002101","G4100390002101","Oregon","41","410","Lane County","039","0390","002101",,"State: 41 County: 039 Tract: 21.01","Tract 21.01","Census Tract 21.01","Census Tract 21.01","Census Tract 21.01, Lane County, Oregon",,2963,2824,2777,2768,2702,301
"G4100390002102",,"G4100390002102","G4100390002102","G4100390002102","G4100390002102","G4100390002102","Oregon","41","410","Lane County","039","0390","002102",,"State: 41 County: 039 Tract: 21.02","Tract 21.02","Census Tract 21.02","Census Tract 21.02","Census Tract 21.02, Lane County, Oregon",,4162,4720,6450,6541,7176,577
"G4100390002200","G41003900022","G41003900022","G41003900022",,,,"Oregon","41","410","Lane County","039","0390","002200","Tract   22","State: 41 County: 039 Tract: 22","Tract 22",,,,2705,3979,4941,,,,
"G4100390002201",,,,"G4100390002201","G4100390002201","G4100390002201","Oregon","41","410","Lane County","039","0390","002201",,,,"Census Tract 22.01","Census Tract 22.01","Census Tract 22.01, Lane County, Oregon",,,,3056,3548,3335,226
"G4100390002202",,,,"G4100390002202","G4100390002202","G4100390002202","Oregon","41","410","Lane County","039","0390","002202",,,,"Census Tract 22.02","Census Tract 22.02","Census Tract 22.02, Lane County, Oregon",,,,4129,5741,5974,329
"G4100390002300","G41003900023","G41003900023","G41003900023","G4100390002300",,,"Oregon","41","410","Lane County","039","0390","002300","Tract   23","State: 41 County: 039 Tract: 23","Tract 23","Census Tract 23",,,5090,6250,5676,6663,,,
"G4100390002301",,,,,"G4100390002301","G4100390002301","Oregon","41","410","Lane County","039","0390","002301",,,,,"Census Tract 23.01","Census Tract 23.01, Lane County, Oregon",,,,,3905,3607,295
"G4100390002302",,,,,"G4100390002302","G4100390002302","Oregon","41","410","Lane County","039","0390","002302",,,,,"Census Tract 23.02","Census Tract 23.02, Lane County, Oregon",,,,,4507,4964,345
"G4100390002400","G41003900024",,,,,,"Oregon","41","410","Lane County","039","0390","002400","Tract   24",,,,,,7072,,,,,,
"G4100390002401",,"G4100390002401","G4100390002401","G4100390002401","G4100390002401","G4100390002401","Oregon","41","410","Lane County","039","0390","002401",,"State: 41 County: 039 Tract: 24.01","Tract 24.01","Census Tract 24.01","Census Tract 24.01","Census Tract 24.01, Lane County, Oregon",,1765,1893,2995,3887,4276,364
"G4100390002402",,"G4100390002402","G4100390002402",,,,"Oregon","41","410","Lane County","039","0390","002402",,"State: 41 County: 039 Tract: 24.02","Tract 24.02",,,,,6639,5909,,,,
"G4100390002403",,,,"G4100390002403","G4100390002403","G4100390002403","Oregon","41","410","Lane County","039","0390","002403",,,,"Census Tract 24.03","Census Tract 24.03","Census Tract 24.03, Lane County, Oregon",,,,4059,4258,4267,184
"G4100390002404",,,,"G4100390002404","G4100390002404","G4100390002404","Oregon","41","410","Lane County","039","0390","002404",,,,"Census Tract 24.04","Census Tract 24.04","Census Tract 24.04, Lane County, Oregon",,,,3463,3990,4093,345
"G4100390002500","G41003900025","G41003900025",,,,,"Oregon","41","410","Lane County","039","0390","002500","Tract   25","State: 41 County: 039 Tract: 25",,,,,2349,6721,,,,,
"G4100390002501",,,"G4100390002501","G4100390002501","G4100390002501","G4100390002501","Oregon","41","410","Lane County","039","0390","002501",,,"Tract 25.01","Census Tract 25.01","Census Tract 25.01","Census Tract 25.01, Lane County, Oregon",,,3598,4847,4828,5033,308
"G4100390002502",,,"G4100390002502","G4100390002502",,,"Oregon","41","410","Lane County","039","0390","002502",,,"Tract 25.02","Census Tract 25.02",,,,,4194,6279,,,
"G4100390002503",,,,,"G4100390002503","G4100390002503","Oregon","41","410","Lane County","039","0390","002503",,,,,"Census Tract 25.03","Census Tract 25.03, Lane County, Oregon",,,,,7689,7690,509
"G4100390002504",,,,,"G4100390002504","G4100390002504","Oregon","41","410","Lane County","039","0390","002504",,,,,"Census Tract 25.04","Census Tract 25.04, Lane County, Oregon",,,,,2860,2712,434
"G4100390002600","G41003900026","G41003900026","G41003900026","G4100390002600","G4100390002600","G4100390002600","Oregon","41","410","Lane County","039","0390","002600","Tract   26","State: 41 County: 039 Tract: 26","Tract 26","Census Tract 26","Census Tract 26","Census Tract 26, Lane County, Oregon",2175,3799,3952,5482,6489,6714,627
"G4100390002700","G41003900027","G41003900027","G41003900027","G4100390002700","G4100390002700","G4100390002700","Oregon","41","410","Lane County","039","0390","002700","Tract   27","State: 41 County: 039 Tract: 27","Tract 27","Census Tract 27","Census Tract 27","Census Tract 27, Lane County, Oregon",3428,2979,3069,3854,3991,3610,309
"G4100390002800","G41003900028","G41003900028","G41003900028","G4100390002800","G4100390002800","G4100390002800","Oregon","41","410","Lane County","039","0390","002800","Tract   28","State: 41 County: 039 Tract: 28","Tract 28","Census Tract 28","Census Tract 28","Census Tract 28, Lane County, Oregon",4530,4169,3806,3960,4189,4070,381
"G4100390002900","G41003900029",,,,,,"Oregon","41","410","Lane County","039","0390","002900","Tract   29",,,,,,4043,,,,,,
"G4100390002901",,"G4100390002901","G4100390002901","G4100390002901",,,"Oregon","41","410","Lane County","039","0390","002901",,"State: 41 County: 039 Tract: 29.01","Tract 29.01","Census Tract 29.01",,,,2486,3059,6025,,,
"G4100390002902",,"G4100390002902","G4100390002902","G4100390002902","G4100390002902","G4100390002902","Oregon","41","410","Lane County","039","0390","002902",,"State: 41 County: 039 Tract: 29.02","Tract 29.02","Census Tract 29.02","Census Tract 29.02","Census Tract 29.02, Lane County, Oregon",,3516,3589,3771,3992,3960,378
"G4100390002903",,,,,"G4100390002903","G4100390002903","Oregon","41","410","Lane County","039","0390","002903",,,,,"Census Tract 29.03","Census Tract 29.03, Lane County, Oregon",,,,,2547,2487,246
"G4100390002904",,,,,"G4100390002904","G4100390002904","Oregon","41","410","Lane County","039","0390","002904",,,,,"Census Tract 29.04","Census Tract 29.04, Lane County, Oregon",,,,,3619,3616,277
"G4100390003000","G41003900030","G41003900030","G41003900030","G4100390003000","G4100390003000","G4100390003000","Oregon","41","410","Lane County","039","0390","003000","Tract   30","State: 41 County: 039 Tract: 30","Tract 30","Census Tract 30","Census Tract 30","Census Tract 30, Lane County, Oregon",2688,3585,3981,4174,4263,4214,234
"G4100390003100","G41003900031",,,,,,"Oregon","41","410","Lane County","039","0390","003100","Tract   31",,,,,,4997,,,,,,
"G4100390003101",,"G4100390003101","G4100390003101","G4100390003101","G4100390003101","G4100390003101","Oregon","41","410","Lane County","039","0390","003101",,"State: 41 County: 039 Tract: 31.01","Tract 31.01","Census Tract 31.01","Census Tract 31.01","Census Tract 31.01, Lane County, Oregon",,3364,4141,5810,5819,5421,655
"G4100390003102",,"G4100390003102","G4100390003102","G4100390003102","G4100390003102","G4100390003102","Oregon","41","410","Lane County","039","0390","003102",,"State: 41 County: 039 Tract: 31.02","Tract 31.02","Census Tract 31.02","Census Tract 31.02","Census Tract 31.02, Lane County, Oregon",,3354,3207,5942,7069,7307,561
"G4100390003200","G41003900032","G41003900032","G41003900032",,,,"Oregon","41","410","Lane County","039","0390","003200","Tract   32","State: 41 County: 039 Tract: 32","Tract 32",,,,4959,6525,6676,,,,
"G4100390003201",,,,"G4100390003201","G4100390003201","G4100390003201","Oregon","41","410","Lane County","039","0390","003201",,,,"Census Tract 32.01","Census Tract 32.01","Census Tract 32.01, Lane County, Oregon",,,,3157,3230,3071,286
"G4100390003202",,,,"G4100390003202","G4100390003202","G4100390003202","Oregon","41","410","Lane County","039","0390","003202",,,,"Census Tract 32.02","Census Tract 32.02","Census Tract 32.02, Lane County, Oregon",,,,4066,3980,3535,252
"G4100390003300","G41003900033","G41003900033","G41003900033","G4100390003300",,,"Oregon","41","410","Lane County","039","0390","003300","Tract   33","State: 41 County: 039 Tract: 33","Tract 33","Census Tract 33",,,7090,6214,6542,6775,,,
"G4100390003301",,,,,"G4100390003301","G4100390003301","Oregon","41","410","Lane County","039","0390","003301",,,,,"Census Tract 33.01","Census Tract 33.01, Lane County, Oregon",,,,,3287,3461,486
"G4100390003302",,,,,"G4100390003302","G4100390003302","Oregon","41","410","Lane County","039","0390","003302",,,,,"Census Tract 33.02","Census Tract 33.02, Lane County, Oregon",,,,,3389,3267,340
